ID,Question,Judge,Reason
62,"美白 - Google Shopping G9SKIN White In 牛奶膠囊美白精華 50mlVisit siteNT$321.00 · iHerbCOMPARE PRICESPRODUCT DETAILSSkin Type: For Dry SkinIngredient: Vitamin E, Biotin, Castor Oil, Ceramides, Green Tea, Hyaluronic Acid, Niacinamide, Witch HazelBenefit: Anti-ageingIlluminate your complexion with the White In Milk Capsule Serum from Korean brand, G9SKIN. Absorbing quickly into skin, the weightless serum base utilises Damask Rose and Sweet Almond Oil to deliver long-lasting moisture, whilst the tiny capsules contain Ceramides and Milk Protein Extracts to brighten and revitalise skin. Helps to minimise the appearance of wrinkles and promote a radiant, healthy-looking visage with a facial-inspired glow.Paraben free. 回到 lookfantastic首頁 ,瀏覽更多產品MORE DETAILSUSER REVIEWS4.7★★★★★252 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$321.00iHerbNT$368.80Free shippingCoupang 酷澎NT$786.02+NT$187.67 shippingSweetCare",legal,廣告文字內容中的「美白」、「Illuminate your complexion」及「Anti-ageing」等詞彙，屬於化粧品常見的宣稱效果，旨在改善肌膚外觀，使其看起來更明亮或減少老化跡象。與參考資料中被判定違法的廣告用詞（如「促進肌膚膠原蛋白的生長」、「啟動肌膚再生機制」、「避免黑色素加深，還原白皙明亮」、「淡化斑點」、「抑制黑色素」、「醫美術後修復」、「徹底擊退黑色素」、「媲美『醫美等級』」、「解決皺紋、細紋與下垂問題」等）相比，本廣告並未使用涉及生理功能改變、疾病治療、醫療效能或與醫療行為相關的誇大性詞語。根據「從寬認定合法性」原則，這些用詞未超出化粧品得宣稱之範疇，不構成誇大療效或違法。
63,商品評論 (0) 臉書留言板 &nbsp; ◆商品組合規格：美白淡斑霜15GM*4瓶 ◆主要成分： Tranexamic acid (傳明酸)：衛生署核可的美白成份，防止黑色素聚集有效阻斷形成黑色素。 Ascorbyl phosphate Magnesium (脂溶性維生素C)：很穩定、具親膚性，且易吸收。搭配傳明酸，達到快速美白。 Hyaluronic acid (玻尿酸)：皮膚保持年輕並維持彈性。 dl-&alpha;-Tocopherol Acetate (維他命E)：保濕、修復，並增加皮膚彈性及光滑效果。 Dipotassium Glycyrrhizate (甘草萃取液)：極佳抗炎、舒緩成分。 ◆產地:台灣 ◆有效期限:36個月 ◆商品使用方法說明 : 每日早晚使用於化粧水及精華液之後，取適量塗抹於臉部肌膚，輕輕按摩直到吸收 ◆,legal,根據「無罪判定原則」及參考資料，此廣告文字內容並未涉及誇大療效或違法。廣告中提及的成分功效，如傳明酸的「防止黑色素聚集有效阻斷形成黑色素」、脂溶性維生素C的「快速美白」、玻尿酸的「皮膚保持年輕並維持彈性」、維他命E的「保濕、修復，並增加皮膚彈性及光滑效果」以及甘草萃取液的「極佳抗炎、舒緩成分」，均屬於化粧品常見且可宣稱的範疇。雖然「快速美白」可能略帶主觀性，但並未提供具體的量化數據（如減少X%黑色素、提升Y%亮度）或明確的療程時間承諾，也未將產品功效與醫學美容療程（如雷射、電波、注射等）進行比較或宣稱具有「醫美等級」效果，更未涉及治療疾病（如消除痘疤、擊潰黑斑、刺激膠原蛋白增生等深層生理改變）的詞句。相較於參考資料中被判定違法的廣告，本廣告的用詞較為保守且符合化粧品應有的宣稱範圍。
64,"美白 - Google Shopping SHILLS舒兒絲 維他命C高效美白化妝水500ml【寶雅】Visit siteNT$199.00 · 屈臣氏網路商店COMPARE PRICESPRODUCT DETAILS詳細介紹 商品特色 美白瞬效保濕補水淨亮緊緻透白柔嫩通透500ml大容量化妝水濕敷不心疼不含酒精、無色素適用於暗沉肌救急。 , 商品功效 集結3大優勢找回肌膚純淨通透感保持青春肌齡 1、美白有感維他命c高效美白呈現肌膚透亮光澤 2、膚色均勻改善肌膚暗沉回復均勻亮麗的容顏 3、保濕有感快速補水舒緩肌膚乾燥不適。 , 商品敘述 多種黃金成分相輔而成以維他命c為基礎搭配小黃瓜萃取、熊果素以及金縷梅萃取。 可以提升肌膚亮白光澤改善肌膚暗沉舒緩曬紅不適持續使用可使肌膚由內而外恢復光澤亮麗。 , 商品規格 商品簡述 濃縮精華質地可幫助保養打底提升後續護膚功能。 全新維他命c淨白配方能快速掃除暗沉、膚色不均和強化 品牌 Shills 原產地 台灣 深、寬、高 6.5x6.5x20cm 淨重 500 G 容量 500 Ml 保存環境 室溫 是否可門市/超商取貨 Y 商品屬性 有效期限 3年MORE DETAILSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$199.00屈臣氏網路商店NT$149.00+NT$80.00 shippingPChome 24h購物",legal,"根據參考資料，違法或誇大療效的廣告用詞主要涉及：1. 宣稱醫療效能或治療疾病（如：抗皺、改善黑眼圈、痘痘、消炎鎮靜、醫療級、醫美等級）。2. 宣稱改變生理機能或組織結構（如：促進膠原蛋白生長/增生、啟動肌膚再生機制、細胞再生、避免/預防黑色素加深/聚集、淡化斑點、增加細胞含氧量、安定自由基、改善細胞新陳代謝）。3. 具體量化效果或與其他產品比較（如：55%減少皺紋、3週有感、比專櫃保養品更有感、擦得比吃的更有效）。

分析廣告文字內容：
- 「美白瞬效保濕補水淨亮緊緻透白柔嫩通透」、「美白有感維他命c高效美白呈現肌膚透亮光澤」、「膚色均勻改善肌膚暗沉回復均勻亮麗的容顏」、「保濕有感快速補水舒緩肌膚乾燥不適」、「提升肌膚亮白光澤改善肌膚暗沉舒緩曬紅不適持續使用可使肌膚由內而外恢復光澤亮麗」、「全新維他命c淨白配方能快速掃除暗沉、膚色不均和強化」。

這些詞句多數描述的是肌膚外觀或感受的改善（如：淨亮、透白、柔嫩、光澤、均勻、保濕、舒緩），並未使用參考資料中被判定為誇大或違法的具體醫療效能、改變生理機能、量化效果或醫美級別的詞彙。雖然「瞬效」、「高效美白」、「快速掃除暗沉」、「由內而外恢復光澤亮麗」等詞語較為強調效果，但在「無罪判定原則」及從寬認定合法性的前提下，這些詞語可被解釋為描述產品在改善肌膚外觀上的快速或顯著表現，而非宣稱治療或改變生理結構。廣告中未出現「抗皺」、「淡斑」、「促進膠原蛋白生成」、「醫美等級」等明確違規詞彙。

因此，綜合判斷，廣告文字內容未涉及誇大療效或違法。"
65,"美白 - Google Shopping Dhc Dense Urumi Hada Medicinal Whitening Lotion|Face Care|Face CareVisit siteNT$392.67 + tax · Goods Of Japan+NT$818.07 shippingCOMPARE PRICESPRODUCT DETAILSIngredient: Hyaluronic AcidBenefit: Melanin ReductionSkin Type: For All Skin TypesForm: CreamA lotion for seasonal care when exposed to strong UV rays and for those worried about freckles & blemishes. Tranexamic acid works on the causes of freckles & blemishes while moisturizing ingredients quickly penetrate into dry skin. This will make your skin fresh, clear and white. - Contents: 180ml - Ingredients/Materials: [Whitening Ingredients] tranexamic acid, [Moisturizing Ingredients] power hyaluronan, Deep hyaluronan, scutellaria baicalensia root extract, seaweed extract, Malva Sylvestris (Mallow) Extract - Size (cm): 4.5 x 4.5 x 15.7cm - Weight (item only)[G]: 220 - Made in Japan - Handling Precautions: Properly check that you have no abnormalities on your skin before using. Should this disagree with your skin, that is in the following cases, discontinue use. If you continue to use,symptoms may worsen. Therefore, consultation with a dermatologist is recommended. (1) Should you observe any abnormalities such as redness, swelling, itchiness, irritation, color loss (white spots etc.) and skin darkening during use. (2) Should you observe any of the above symptoms on used skin when in direct sunlight. Do not use on areas with an abnormality such as a wound, swelling or eczema. Be sure to securely close lid after using. Do not store in places with extremely high or low temperatures, or in direct sunlight. Keep out of reach of young children.MORE DETAILSUSER REVIEWS4.0★★★★★3 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$392.67 + tax+NT$818.07 shippingGoods Of JapanNT$756.23 + taxeBay - good-items-japan",illegal,廣告文字中提及「Tranexamic acid works on the causes of freckles & blemishes」（傳明酸作用於雀斑和瑕疵的成因），此說法與參考資料13及4中被認定為誇大違法的「淡化斑點」性質相似。化粧品不得宣稱具有治療、改善疾病或影響身體生理機能的效能，而「作用於成因」或「淡化斑點」已超出化粧品僅能宣稱潤澤、美化、修飾等範疇，涉及醫療效能或誇大療效，違反化粧品衛生安全管理法第10條第1項規定。
66,"美白 - Google Shopping 雪芙蘭 高效透亮美白潤膚乳液 350g 1瓶Visit siteNT$179.00 · 屈臣氏網路商店COMPARE PRICESPRODUCT DETAILSIngredient: AlgaeBenefit: Melanin ReductionSkin Type: For Dry SkinForm: Cream【5階段革命性美白/果酸美白機轉】 擊退 黯沉粗糙 穀胱甘肽 防禦 色素沉著 維他命B3 阻礙 傳遞路徑 卡卡杜李 淡化 肌膚色差 極光藻 提亮 煥白透亮 熊果素 【美白同步保濕】 極光藻及甘油葡萄糖苷,加倍美白因子吸收及傳導,同步保濕補水,持續滋潤乾燥缺水肌膚。 【5X果酸密集煥白】 甘醇酸、蘋果酸、酒石酸、檸檬酸鈉、乳酸鈉,美白肌膚並改善黯沉粗糙,全方位啟動煥白機制! 【改善黯沉不均】 5X果酸加強美白因子深入肌膚裡層打擊黯沉不均,搭配穀胱甘肽及維他命C含量最高100倍的超級果實卡卡杜李,快速養成白皙透亮的健康肌膚! 規格:350g(透亮美白/煥白果酸) 產地:台灣 保存期限:3年 貨源:公司貨",legal,"根據「無罪判定原則」，從寬認定合法性。廣告文字內容主要描述產品在美白、提亮、改善膚色不均及保濕方面的效果。雖然使用了「擊退 黯沉粗糙」、「防禦 色素沉著」、「阻礙 傳遞路徑」等較為強烈的詞彙，但這些詞彙在化妝品廣告中，通常被解釋為改善皮膚外觀、減少色素沉澱的視覺效果，而非宣稱治療疾病或改變生理機能。與參考資料中的違法案例相比：

1.  **參考資料1 (Alpecin 染髮露)**：違法點在於宣稱「擊退白髮」、「回復黑髮」、「重塑自然烏黑髮色」等，涉及改變毛髮生理狀態（白髮變黑髮），屬於誇大療效或宣稱醫療效能。本廣告的「擊退 黯沉粗糙」是針對皮膚外觀的改善，並非治療生理問題。
2.  **參考資料2 (多種美白淡斑精華)**：違法點在於使用「消除痘印」、「痘疤消除」、「阻斷黑色素生成」、「從根源擊退黑斑」、「消除斑點疤痕」、「將毛孔縮至最小」、「抗菌成分…幫助預防痘痘生成」等詞彙。這些詞彙涉及「消除」的絕對性效果、宣稱「阻斷」生理機制、或暗示醫療級的「抗菌」、「預防痘痘生成」等。本廣告雖有「阻礙 傳遞路徑」，但未達「阻斷」的絕對程度，且未宣稱「消除」斑點或痘疤，也未提及「抗菌」或「預防痘痘生成」的醫療性說法。
3.  **參考資料3 (緊致精華)**：違法點在於宣稱「促進肌膚膠原蛋白的生長」、「啟動肌膚再生機制」、「新生功能」、「增加細胞含氧量」、「安定自由基」、「提振免疫力」、「促進血液循環以改善細胞新陳代謝機制」、「表面消炎鎮靜功能」、「醫療級」等，這些都明確涉及改變生理機能、細胞作用或醫療效能。本廣告未有類似的生理機能改變或醫療效能宣稱。

綜合來看，本廣告的用詞主要圍繞在改善皮膚外觀的「美白」、「提亮」、「淡化」、「改善」等，並未涉及治療疾病、改變生理機能或宣稱醫療效能，因此判斷為合法。"
67,"美白 - Google Shopping Clinique Even Better Clinical Radical Dark Spot Corrector + Interrupter - 3.4 ozVisit siteNT$1,963.05 + tax · eBay - starmackupCOMPARE PRICESPRODUCT DETAILSIngredient: Vitamin E, Vitamin C, Caffeine, Green Tea, Salicylic Acid, Squalane OilBenefit: Scar TreatmentSkin Type: For All Skin TypesForm: SerumFeatures: Alcohol-freeOur “damage eraser” with patented CL302 Equalizer Technology is now more concentrated, with boosted technology to deliver dramatic brightening results—yet is still gentle enough for all skin types. Now with double the dose, this formula features our proprietary brightening molecule for a more even skin tone plus improves the look of dark spots, age spots and acne scars. No parabens. No phthalates. No fragrance. Just happy skin.MORE DETAILSUSER REVIEWS4.5★★★★★5,588 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,963.05 + taxeBay - starmackupNT$7,395.37 + taxFree shippingFashDirectNT$2,290.60 + tax+NT$818.07 shippingFash Brands",illegal,廣告文字內容中包含「Benefit: Scar Treatment」的詞句。根據化粧品衛生安全管理法，化粧品僅能宣稱清潔、美化、增加魅力、改變外觀、維持良好狀態等功效，不得涉及醫療效能或治療疾病。參考資料中，案例4明確指出「除痘印、消痘疤有解方」、「痘疤、痘印」、「根除他們」、「消除」、「痘疤急救站」等詞句，因涉及誇大療效，違反化粧品衛生安全管理法第10條第1項之規定。由於「Scar Treatment」（疤痕治療）直接暗示了對皮膚狀況的治療效果，這已超出化粧品的合法宣稱範圍，與參考案例中被判定為違法的醫療性宣稱性質相同，因此判斷此廣告用詞涉及誇大療效及違法。
68,"美白 - Google Shopping Clarins 美白淡斑精华液 200mLVisit siteNT$1,700.00 · 克蘭詩官網+NT$100.00 shippingCOMPARE PRICESPRODUCT DETAILSType: FaceIngredient: Vitamin E, Vitamin C, Biotin, Castor OilBenefit: Anti-ageing, Melanin ReductionFace Treatment Type: NightSkin Type: For Combination Skin簡介 品牌 CLARINS 原產地 法國 數量 200ml 資料 清爽護理精華液,採用輕盈液體配方,適合油性皮膚類型,針對黑斑和控油效果,打造明顯明亮,水潤的清新膚色。 配方中含有98%的天然成分,有機海百合提取物和維生素C衍生物,可明顯提亮並減少黑斑的出現。 清爽水潤質地,含有啞光葡萄糖酸鋅,有助於平衡肌膚水油比,打造精緻,水潤的清新膚色。 用法 首先將幾滴乳液倒入手掌中,然後搓熱雙手以加熱乳液。 張開手掌,用按壓動作將乳液拍入皮膚,從鼻子到耳朵。 移動到前額,越過下巴,一直到脖子。MORE DETAILSUSER REVIEWS4.4★★★★★138 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,700.00+NT$100.00 shipping克蘭詩官網NT$1,700.00Free shippingmomo購物網NT$1,276.19 + tax+NT$490.84 shippingIFCHICNT$1,259.00Free shippingStrawberrynet.comNT$1,017.63+NT$300.66 shippingSweetCareShowing results 1&ndash;5 of 6Next >",legal,根據「無罪判定原則」及「從寬認定合法性」的原則，分析廣告文字內容，其用詞如「美白」、「淡斑」、「減少黑斑的出現」、「明顯提亮」、「控油效果」、「平衡肌膚水油比」等，均屬於化粧品常見的功效宣稱，旨在改善肌膚外觀和膚質。與參考資料中被判定為誇大違法的詞句（例如：涉及「消除」、「醫學級」、「阻斷黑色素生成」、「擊潰」、「根源制痘不復發」、「促進膠原蛋白生長」、「啟動肌膚再生機制」等暗示醫療效能或過度生理改變的詞語）相比，此廣告內容並未出現類似的誇大或涉及醫療效能的宣稱。特別是「減少黑斑的出現」是針對視覺效果的描述，而非宣稱根治或消除。因此，判斷此廣告用詞未涉及誇大療效及違法。
69,"美白 - Google Shopping SHISEIDO 日本 全效美白抗紋清爽健膚水 (新版) 150mlVisit siteNT$1,534.00 · 蝦皮購物COMPARE PRICESPRODUCT DETAILSBenefit: Anti-ageing, Melanin ReductionSkin Type: For Combination SkinSkin Problem: Hyperpigmentation, Wrinkles簡介 品牌 SHISEIDO 原產地 日本 數量 150ml 資料 一款保濕乳液,可啟動自然皮膚功能,改善各種明顯的衰老迹象。 含有促進皮膚更新的有效成分,皮膚更新隨著年齡的增長而减慢。 增强肌膚的柔軟度和透明度,讓肌膚持久滋潤。 揉合SHISEIDO VP8,富含活膚植物精華及高效美白成分4MSK,針對擊退歲月痕迹與色斑,顯著改善皺紋,缺乏彈性,色斑及暗啞等肌膚煩惱。 明顯改善皺紋,彈性喪失,黑斑和暗沉。 用法 潔面後,取配方於化妝棉,輕輕拭抹肌膚。MORE DETAILSUSER REVIEWS4.5★★★★★651 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,534.00蝦皮購物NT$2,055.00Free shippinglmching.comRELATED ITEMSNT$1,774.44Shiseido Vital-Perfection White Revitalizing ...★★★★★(682)NT$1,664.57Shiseido Vital Perfection White Revitalizing ...★★★★★(1,435)NT$5,988.29Shiseido Vital Perfection White Circulator ...★★★★★(16)NT$5,171.32Shiseido Vital Perfection Overnight Firming ...★★★★★(1,111)NT$1,753.00Shiseido Vital-perfection White Revitalizing ...★★★★★(678)NT$3,324.01Shiseido Vital Perfection Intensive ...★★★★★(2,670)NT$4,093.43SHISEIDO Vital Perfection Liftdefine Serum - 40ml★★★★★(1,430)NT$8,345.48Shiseido Vital Perfection Concentrated Supreme ...★★★★★(1,280)NT$3,241.92Shiseido Vital Perfection Uplifting and ...★★★★★(3,357)",legal,"根據「無罪判定原則」從寬認定合法性。廣告文字內容主要使用「美白」、「Melanin Reduction」、「改善」、「增強」、「持久滋潤」等詞彙，這些均屬於化粧品常見的宣稱效果，旨在改善肌膚外觀。其中「針對擊退歲月痕迹與色斑」及「明顯改善皺紋,彈性喪失,黑斑和暗沉」等詞句，雖然「擊退」一詞在某些情境下可能被視為誇大，但與參考資料中被判定違法的案例相比，本廣告並未出現以下更具誇大療效或涉及醫療效能的詞彙：

1.  **未宣稱「消除」或「根治」：** 廣告使用「改善」而非「消除」斑點或皺紋，也未提及「根源制痘不復發」或「消除斑點疤痕」等絕對性或治療性詞語。
2.  **未宣稱「阻斷」或「改變生理機制」：** 廣告提及「Melanin Reduction」及「高效美白成分4MSK」，但未如參考案例般宣稱「阻斷黑色素生成」、「由內肌底打散黑色素」、「產生亮白荷爾蒙」等涉及改變人體生理機制或深層作用的詞彙。
3.  **未宣稱「回復」或「重現」：** 廣告未如參考案例中染髮劑宣稱「回復黑髮」、「黑髮重現技術」等逆轉自然生理現象的詞彙。
4.  **未宣稱「醫學級」或「治療」：** 廣告未提及任何「醫學級」、「治療」或「抗痘疤」等暗示醫療效能的詞彙。

綜合判斷，廣告文字內容在化粧品宣稱的範疇內，著重於改善肌膚外觀問題，並未涉及誇大療效或違反化粧品衛生安全管理法第10條第1項的規定。"
70,"美白 - Google Shopping Lab52 齒妍堂 美白抗染雙效組合Visit siteNT$1,026.00 · momo購物網Free shippingCOMPARE PRICESPRODUCT DETAILSType: Tray7天美白6.5階,效果增長90天!! #美齒面膜 ‧ 市場獨創修護技術:持久抗染少刺激 ‧ 適用茶漬、咖啡漬、菸垢等頑固齒漬 ‧ 居家輕鬆美白 產品名稱:Lab52齒妍堂 牙齒美白抗染雙效組 主成分: 美白凝膠:Hydrogen Perxide過氧化氫(20%)-29.00%(w/w) 抗染凝膠:生醫玻璃、檸檬酸鉀、山梨糖醇、磷酸氫鈣、菸鹼醯胺 內容物:美白凝膠10mL、抗染凝膠10mL、牙托一組(上下牙托各一)、牙托保存盒、牙齒比色卡 產地:台灣 容量:145g 保存期限:3 年 許可證字號:衛部粧製字號008692號",legal,"該廣告文字內容主要描述牙齒美白及抗染的產品功效，並明確標示為「衛部粧製字號008692號」之化粧品。廣告中提及的「7天美白6.5階,效果增長90天!!」及「適用茶漬、咖啡漬、菸垢等頑固齒漬」等詞句，屬於針對牙齒外觀美白及去除外源性色漬的功效宣稱，這些均為化粧品可宣稱的範疇，旨在改善外觀而非治療疾病或改變生理機能。與參考資料中的違法案例相比，參考案例的違法點在於宣稱涉及「細胞再生」、「抗炎」、「療癒」、「抑制黑色素及黑色素小體的合成」、「回復黑髮（暗示生理性恢復）」、「換膚」、「抗痘去粉刺」等詞句，這些均已逾越化粧品僅能清潔、美化、增加魅力、修飾外觀或保持皮膚、毛髮、指甲、嘴唇等良好狀態的範疇，而涉及醫療效能或生理機能改變。本廣告的用詞並未觸及上述醫療或生理機能改變的宣稱，且根據「無罪判定原則」從寬認定合法性，故判斷為合法。"
71,"美白 - Google Shopping HEALIC 水潤亮白爆水面霜 60g 信賴生醫 皙麗可Visit siteNT$1,020.00 · 蝦皮購物COMPARE PRICESPRODUCT DETAILS美白+保濕+舒緩 3 in 1 採用獨特的軟膏質地,含有飽滿的美白精華液 塗抹開來 就像水一樣地爆出來 【Toning Effector 】添加韓國第五代美白專利成分,濃度高達20,000ppm 核心成分「傳明酸」,無反黑副作用,不限早晚24小時無負擔地使用 【Para-coumaric Acid】人氣高漲的新美白成分! 從植物中提取 100% 植物性美白成分,對皮膚幾乎沒有刺激的無刺激高美白成分 【積雪草萃取物】具保濕和舒緩敏感肌膚 【羥基積雪草苷】 修護敏感肌,保持肌膚柔嫩 【D-泛醇】 保濕補水,維持皮膚柔軟和彈性 【全膚質適用】通過德國德瑪低刺激認證,敏感肌膚也能毫無負擔地使用 TRUSTEE BIOMED 珍信賴生醫MORE DETAILSUSER REVIEWS5.0★★★★★1 review54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,020.00蝦皮購物NT$1,020.00樂天市場購物網NT$1,280.00Free shippingmomo購物網",legal,根據「無罪判定原則」及「從寬認定合法性」，此廣告文字內容主要描述產品的質地、成分及其在美白、保濕、舒緩方面的『化粧品效能』，並未直接宣稱具有『醫療效能』或『生理功能改變』。廣告中提及的『美白』、『保濕』、『舒緩』、『修護敏感肌』、『維持皮膚柔軟和彈性』等詞彙，在化粧品廣告中通常被視為改善肌膚外觀或膚感的描述，而非治療疾病或改變身體結構、生理功能的醫療行為。雖然有提及『無反黑副作用』，此為強調產品在使用美白成分時的安全性與穩定性，而非宣稱治療或預防疾病。與參考資料中被判定違法的案例相比，本廣告未出現如『促進肌膚膠原蛋白的生長』、『啟動肌膚再生機制』、『淡化斑點』（作為治療性宣稱）、『增加細胞含氧量』、『安定自由基』、『促進血液循環』、『消炎鎮靜功能』、『醫療級』、『擊退白髮』、『回復黑髮』等涉及誇大療效或暗示醫療行為的詞句。因此，在從寬認定的原則下，此廣告文字內容不涉及誇大療效及違法。
72,"美白 - Google Shopping Rohto 50 No Megumi 預防和美白溶液 230ml - 日本美容護理Visit siteNT$349.00 · 蝦皮購物COMPARE PRICESPRODUCT DETAILSType: FaceIngredient: Vitamin E, Aloe, Honey, Hyaluronic Acid, Squalane Oil, Vitamin ABenefit: Anti-ageing, Collagen Boosting, Melanin Reduction[商品說明] 膠原蛋白養潤液說明:「50の恵 膠原蛋白配合保濕液 230ml」是一款注重效果的藥用保濕液,配合了50種「保濕」成分,是一瓶具有化妝水、乳液和美容液三種功能的乳狀化妝水。 含有2種玻尿酸、瓦薩林、角質層膠原蛋白、水溶性膠原蛋白、乳酸酰化羊毛膠原蛋白、乙酰玻尿酸鈉、玻尿酸鈉、瓊崖豆三烯、蜂皇漿、蜂蜜、蜂蜜提取物、蜂膠提取物、Polyquaternium-51等成分。 能引導肌膚變得更有彈性。 同時也適用於乾燥所引起的細紋問題。 散發出讓人心曠神怡的活力草本香氣。 Premium優質版說明: 化妝水+乳液+美容液+面霜+面膜的功能一瓶搞定的奢華全效保濕。 配方有效成分維生素B3。 預防色斑,同時實現減少皺紋的效果。 配合了50種「保濕」成分。 儘管簡單護理,肌膚仍然持久保濕。 散發出治癒感的橄欖柑橘香氣。 斑點對策美白款說明: 化妝水、乳液、美容液三合一! 同時防止斑點的奢華保濕 美白有效成分曲酸能抑制黑色素生成,預防斑點和雀斑。 配方雙重維他命、兩種玻尿酸、三種膠原蛋白等50種滋潤成分(保濕成分) 散發橄欖柑橘的香氣 [使用方法] 潔面後,取適量(1-2按壓),均勻塗抹在整個臉部。 [",illegal,"廣告文字內容涉及誇大療效及違法，主要原因如下：

1.  **「Collagen Boosting」及「膠原蛋白配合保濕液」相關詞句：** 廣告中提及「Benefit: Anti-ageing, Collagen Boosting」以及商品說明中的「膠原蛋白配合保濕液」。其中「Collagen Boosting」（膠原蛋白增生/促進）此類詞句，暗示產品能刺激或增加肌膚膠原蛋白的生成或含量，屬於宣稱生理功能或改變身體結構的醫療效能。參考資料15（雅詩蘭黛）中，「激升10倍膠原力」、「膠原協同激活科技」、「注入10倍協同膠原作用」等詞句已被判定違法。參考資料9（VOGUE）中，「刺激皮膚下膠原蛋白的增生」、「刺激膠原蛋白產生」、「幫助肌膚注入第一型、第三型跟第七型的膠原蛋白」等詞句亦被判定違法。本廣告的「Collagen Boosting」與上述違法案例的宣稱性質高度相似，均超出化粧品應有的範疇。

2.  **「Melanin Reduction」詞句：** 廣告中提及「Benefit: Melanin Reduction」（黑色素減少）。此詞句暗示產品能直接減少肌膚中的黑色素，具有治療或改善色素沉澱的醫療效能。參考資料9（VOGUE）中，「粉碎人體無法代謝的大面積黑色素」、「除斑」等詞句已被判定違法。雖然「美白」為化粧品可宣稱之效能，但「Melanin Reduction」更具體地指向對黑色素的直接作用，易使消費者誤認產品具有醫療級的除斑或淡斑效果，超出化粧品範疇。

3.  **「藥用保濕液」詞句：** 廣告中將產品描述為「一款注重效果的藥用保濕液」。在台灣，化粧品與藥品有明確區分，化粧品不得宣稱醫療效能或暗示具有藥品特性。「藥用」一詞（即使是日文「薬用」的直譯，在日本屬於「醫藥部外品」範疇）在台灣的廣告語境下，容易讓消費者誤解產品具有藥品般的治療效果，違反化粧品不得宣稱醫療效能的規定。"
