ID,Question,Judge,Reason
62,"美白 - Google Shopping G9SKIN White In 牛奶膠囊美白精華 50mlVisit siteNT$321.00 · iHerbCOMPARE PRICESPRODUCT DETAILSSkin Type: For Dry SkinIngredient: Vitamin E, Biotin, Castor Oil, Ceramides, Green Tea, Hyaluronic Acid, Niacinamide, Witch HazelBenefit: Anti-ageingIlluminate your complexion with the White In Milk Capsule Serum from Korean brand, G9SKIN. Absorbing quickly into skin, the weightless serum base utilises Damask Rose and Sweet Almond Oil to deliver long-lasting moisture, whilst the tiny capsules contain Ceramides and Milk Protein Extracts to brighten and revitalise skin. Helps to minimise the appearance of wrinkles and promote a radiant, healthy-looking visage with a facial-inspired glow.Paraben free. 回到 lookfantastic首頁 ,瀏覽更多產品MORE DETAILSUSER REVIEWS4.7★★★★★252 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$321.00iHerbNT$368.80Free shippingCoupang 酷澎NT$786.02+NT$187.67 shippingSweetCare",legal,根據廣告文字內容，其主要宣稱詞彙為「美白」、「Illuminate your complexion」（提亮膚色）及「Anti-ageing」（抗老化）。這些詞彙在化粧品廣告中，通常被解釋為改善肌膚外觀，例如使膚色看起來更均勻、明亮，或減少細紋、皺紋的視覺效果，屬於化粧品可宣稱的範疇。對比參考資料中的違法案例，其違法之處在於宣稱了涉及醫療效能、生理功能改變或誇大不實的詞句，例如「醫美術後修復」、「快速退紅」、「抑制黑色素」、「促進膠原蛋白生成」、「淡化斑點」、「啟動肌膚再生機制」、「醫療級」、「擊退白髮」、「回復黑髮」等。本廣告文字並未出現類似誇大或涉及醫療效能的詞彙，僅止於對產品外觀效果的描述。依據「無罪判定原則」及「從寬認定合法性」的原則，此廣告文字內容不涉及誇大療效或違法。
63,商品評論 (0) 臉書留言板 &nbsp; ◆商品組合規格：美白淡斑霜15GM*4瓶 ◆主要成分： Tranexamic acid (傳明酸)：衛生署核可的美白成份，防止黑色素聚集有效阻斷形成黑色素。 Ascorbyl phosphate Magnesium (脂溶性維生素C)：很穩定、具親膚性，且易吸收。搭配傳明酸，達到快速美白。 Hyaluronic acid (玻尿酸)：皮膚保持年輕並維持彈性。 dl-&alpha;-Tocopherol Acetate (維他命E)：保濕、修復，並增加皮膚彈性及光滑效果。 Dipotassium Glycyrrhizate (甘草萃取液)：極佳抗炎、舒緩成分。 ◆產地:台灣 ◆有效期限:36個月 ◆商品使用方法說明 : 每日早晚使用於化粧水及精華液之後，取適量塗抹於臉部肌膚，輕輕按摩直到吸收 ◆,legal,"廣告文字內容主要描述產品成分及其在美白、保濕、維持彈性、舒緩等方面的美容效果。與參考資料中被判定為違法的廣告用詞相比，本廣告未出現以下誇大或涉及醫療效能的詞句：
1. 未使用「醫學」、「治療」、「治癒」等醫療相關詞彙。
2. 未宣稱能「消除」、「回復」、「重塑」特定生理狀態（如：消除黑色素、回復黑髮）。
3. 未提供具體、誇大的百分比改善數據（如：毛孔減少22%、+200%膠原蛋白提升）。
4. 未宣稱能「治療皮膚疾病」、「抗痘」、「淡痘疤」等涉及醫療效能的詞語。
5. 雖然有「快速美白」和「抗炎」等詞，但「快速」屬於相對主觀描述，且「抗炎」在化粧品語境下，若非宣稱治療炎症性疾病，而僅指舒緩、減少刺激，則在從寬認定原則下，尚可接受。

整體而言，廣告內容主要著重於化粧品的美容保養功能，未明顯逾越化粧品衛生安全管理法對化粧品廣告宣稱的規範範圍，因此判斷為合法。"
64,"美白 - Google Shopping SHILLS舒兒絲 維他命C高效美白化妝水500ml【寶雅】Visit siteNT$199.00 · 屈臣氏網路商店COMPARE PRICESPRODUCT DETAILS詳細介紹 商品特色 美白瞬效保濕補水淨亮緊緻透白柔嫩通透500ml大容量化妝水濕敷不心疼不含酒精、無色素適用於暗沉肌救急。 , 商品功效 集結3大優勢找回肌膚純淨通透感保持青春肌齡 1、美白有感維他命c高效美白呈現肌膚透亮光澤 2、膚色均勻改善肌膚暗沉回復均勻亮麗的容顏 3、保濕有感快速補水舒緩肌膚乾燥不適。 , 商品敘述 多種黃金成分相輔而成以維他命c為基礎搭配小黃瓜萃取、熊果素以及金縷梅萃取。 可以提升肌膚亮白光澤改善肌膚暗沉舒緩曬紅不適持續使用可使肌膚由內而外恢復光澤亮麗。 , 商品規格 商品簡述 濃縮精華質地可幫助保養打底提升後續護膚功能。 全新維他命c淨白配方能快速掃除暗沉、膚色不均和強化 品牌 Shills 原產地 台灣 深、寬、高 6.5x6.5x20cm 淨重 500 G 容量 500 Ml 保存環境 室溫 是否可門市/超商取貨 Y 商品屬性 有效期限 3年MORE DETAILSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$199.00屈臣氏網路商店NT$149.00+NT$80.00 shippingPChome 24h購物",legal,"本廣告產品為化妝水，屬於化粧品範疇。根據參考資料中富麗佳人企業股份有限公司的化粧品廣告違法案例，其違法用詞主要涉及「促進肌膚膠原蛋白的生長」、「啟動肌膚再生機制」、「增加細胞含氧量」、「安定自由基」、「促進細胞再生」、「促進血液循環以改善細胞新陳代謝機制」、「醫療級」等明確的生理功能或醫療效能宣稱。

檢視本廣告文字內容，其宣稱如「美白瞬效保濕補水淨亮緊緻透白柔嫩通透」、「美白有感維他命c高效美白呈現肌膚透亮光澤」、「膚色均勻改善肌膚暗沉回復均勻亮麗的容顏」、「保濕有感快速補水舒緩肌膚乾燥不適」、「提升肌膚亮白光澤改善肌膚暗沉舒緩曬紅不適持續使用可使肌膚由內而外恢復光澤亮麗」、「保持青春肌齡」等，雖有「由內而外恢復光澤亮麗」及「保持青春肌齡」等較為強烈的詞句，但並未直接宣稱具備促進細胞再生、增加膠原蛋白、改變生理機能或達到醫療級別等明確的生理或醫療效能。這些詞句在化粧品廣告中，通常被解釋為改善肌膚外觀、膚色、光澤感等視覺效果，而非改變身體內部生理機制。

考量「無罪判定原則」及「從寬認定合法性」的原則，本廣告用詞與參考資料中被判定為違法的化粧品廣告用詞相比，其誇大程度尚未達到涉及生理功能或醫療效能的範疇，因此判斷為合法。"
65,"美白 - Google Shopping Dhc Dense Urumi Hada Medicinal Whitening Lotion|Face Care|Face CareVisit siteNT$392.67 + tax · Goods Of Japan+NT$818.07 shippingCOMPARE PRICESPRODUCT DETAILSIngredient: Hyaluronic AcidBenefit: Melanin ReductionSkin Type: For All Skin TypesForm: CreamA lotion for seasonal care when exposed to strong UV rays and for those worried about freckles & blemishes. Tranexamic acid works on the causes of freckles & blemishes while moisturizing ingredients quickly penetrate into dry skin. This will make your skin fresh, clear and white. - Contents: 180ml - Ingredients/Materials: [Whitening Ingredients] tranexamic acid, [Moisturizing Ingredients] power hyaluronan, Deep hyaluronan, scutellaria baicalensia root extract, seaweed extract, Malva Sylvestris (Mallow) Extract - Size (cm): 4.5 x 4.5 x 15.7cm - Weight (item only)[G]: 220 - Made in Japan - Handling Precautions: Properly check that you have no abnormalities on your skin before using. Should this disagree with your skin, that is in the following cases, discontinue use. If you continue to use,symptoms may worsen. Therefore, consultation with a dermatologist is recommended. (1) Should you observe any abnormalities such as redness, swelling, itchiness, irritation, color loss (white spots etc.) and skin darkening during use. (2) Should you observe any of the above symptoms on used skin when in direct sunlight. Do not use on areas with an abnormality such as a wound, swelling or eczema. Be sure to securely close lid after using. Do not store in places with extremely high or low temperatures, or in direct sunlight. Keep out of reach of young children.MORE DETAILSUSER REVIEWS4.0★★★★★3 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$392.67 + tax+NT$818.07 shippingGoods Of JapanNT$756.23 + taxeBay - good-items-japan",illegal,廣告文字中提及「Medicinal Whitening Lotion」、「Melanin Reduction」以及「Tranexamic acid works on the causes of freckles & blemishes」等詞句，已涉及宣稱產品具有醫療效能或生理機能之改善。其中，「Medicinal」一詞直接暗示藥用或治療效果；「Melanin Reduction」則暗示直接干預黑色素的生成或存在，而非僅是表面淡化；「works on the causes of freckles & blemishes」更是明確宣稱能作用於斑點與瑕疵的根本原因，這類說法已超出化粧品僅能宣稱清潔、美化、增加魅力、改變外觀、滋潤或保護皮膚、毛髮、指甲、嘴唇等目的之範疇。參考資料中，類似「促進肌膚膠原蛋白的生長」、「啟動肌膚再生機制」、「避免黑色素加深」、「治療皮膚疾病」、「抗發炎」、「促進皮膚細胞再生」等涉及生理機制或治療效果的詞句均被認定為誇大違法。因此，該廣告文字內容涉及誇大療效及違法。
66,"美白 - Google Shopping 雪芙蘭 高效透亮美白潤膚乳液 350g 1瓶Visit siteNT$179.00 · 屈臣氏網路商店COMPARE PRICESPRODUCT DETAILSIngredient: AlgaeBenefit: Melanin ReductionSkin Type: For Dry SkinForm: Cream【5階段革命性美白/果酸美白機轉】 擊退 黯沉粗糙 穀胱甘肽 防禦 色素沉著 維他命B3 阻礙 傳遞路徑 卡卡杜李 淡化 肌膚色差 極光藻 提亮 煥白透亮 熊果素 【美白同步保濕】 極光藻及甘油葡萄糖苷,加倍美白因子吸收及傳導,同步保濕補水,持續滋潤乾燥缺水肌膚。 【5X果酸密集煥白】 甘醇酸、蘋果酸、酒石酸、檸檬酸鈉、乳酸鈉,美白肌膚並改善黯沉粗糙,全方位啟動煥白機制! 【改善黯沉不均】 5X果酸加強美白因子深入肌膚裡層打擊黯沉不均,搭配穀胱甘肽及維他命C含量最高100倍的超級果實卡卡杜李,快速養成白皙透亮的健康肌膚! 規格:350g(透亮美白/煥白果酸) 產地:台灣 保存期限:3年 貨源:公司貨",legal,"The advertisement for '雪芙蘭 高效透亮美白潤膚乳液' primarily focuses on cosmetic benefits such as '美白' (whitening), '透亮' (brightening), '改善黯沉粗糙' (improving dullness and roughness), and '保濕' (moisturizing). The mechanisms described, such as 'Melanin Reduction' (黑色素減少), '阻礙傳遞路徑' (inhibiting transfer pathways for melanin), '淡化肌膚色差' (fading skin tone differences), and the use of '果酸' (fruit acids) for '煥白' (brightening), are generally accepted cosmetic actions. While strong verbs like '擊退' (combat/repel) and '打擊' (strike/fight) are used, they are applied to cosmetic concerns (dullness, uneven tone) rather than medical conditions or physiological reversals (e.g., '擊退白髮' as seen in the reference cases). The phrase '啟動煥白機制' (activate brightening mechanism) is strong but, in context, refers to the cosmetic process of achieving a brighter appearance, not a medical regeneration. The ad does not claim to '治療' (treat), '再生' (regenerate), '促進膠原蛋白增生' (promote collagen growth), '抗炎' (anti-inflammatory), '抗痘' (anti-acne), or imply a '醫療級' (medical-grade) effect, which were key problematic phrases in the provided reference cases. Based on the '無罪判定原則：不捏造或過度解讀廣告文字，從寬認定合法性' (innocent until proven guilty, do not fabricate or over-interpret, interpret legality broadly) principle, the ad's language appears to remain within the scope of cosmetic efficacy and does not involve exaggerated claims of medical efficacy or illegality."
67,"美白 - Google Shopping Clinique Even Better Clinical Radical Dark Spot Corrector + Interrupter - 3.4 ozVisit siteNT$1,963.05 + tax · eBay - starmackupCOMPARE PRICESPRODUCT DETAILSIngredient: Vitamin E, Vitamin C, Caffeine, Green Tea, Salicylic Acid, Squalane OilBenefit: Scar TreatmentSkin Type: For All Skin TypesForm: SerumFeatures: Alcohol-freeOur “damage eraser” with patented CL302 Equalizer Technology is now more concentrated, with boosted technology to deliver dramatic brightening results—yet is still gentle enough for all skin types. Now with double the dose, this formula features our proprietary brightening molecule for a more even skin tone plus improves the look of dark spots, age spots and acne scars. No parabens. No phthalates. No fragrance. Just happy skin.MORE DETAILSUSER REVIEWS4.5★★★★★5,588 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,963.05 + taxeBay - starmackupNT$7,395.37 + taxFree shippingFashDirectNT$2,290.60 + tax+NT$818.07 shippingFash Brands",illegal,廣告文字中「Benefit: Scar Treatment」一詞，涉及宣稱產品具有治療疤痕的醫療效能，此類宣稱已超出化粧品僅能用於清潔、美化、增加魅力、改變外觀、修飾之範疇。參考資料中，多起違法案例皆因宣稱產品具有「治療皮膚疾病」、「促進細胞再生」、「消炎鎮靜」等醫療或生理功能而被處分。儘管有「無罪判定原則」和「從寬認定合法性」的要求，但「Scar Treatment」的用詞已明確指向治療效果，與參考資料中被認定為誇大療效的違法用詞性質相似，因此判斷其涉及誇大療效及違法。其他如「damage eraser」雖有誇大之嫌，但其語意較為模糊，在從寬認定下可能被視為修飾性用語；「dramatic brightening results」則屬於化粧品常見的美白效果宣稱，程度詞「dramatic」可視為廣告修飾語，不構成違法。
68,"美白 - Google Shopping Clarins 美白淡斑精华液 200mLVisit siteNT$1,700.00 · 克蘭詩官網+NT$100.00 shippingCOMPARE PRICESPRODUCT DETAILSType: FaceIngredient: Vitamin E, Vitamin C, Biotin, Castor OilBenefit: Anti-ageing, Melanin ReductionFace Treatment Type: NightSkin Type: For Combination Skin簡介 品牌 CLARINS 原產地 法國 數量 200ml 資料 清爽護理精華液,採用輕盈液體配方,適合油性皮膚類型,針對黑斑和控油效果,打造明顯明亮,水潤的清新膚色。 配方中含有98%的天然成分,有機海百合提取物和維生素C衍生物,可明顯提亮並減少黑斑的出現。 清爽水潤質地,含有啞光葡萄糖酸鋅,有助於平衡肌膚水油比,打造精緻,水潤的清新膚色。 用法 首先將幾滴乳液倒入手掌中,然後搓熱雙手以加熱乳液。 張開手掌,用按壓動作將乳液拍入皮膚,從鼻子到耳朵。 移動到前額,越過下巴,一直到脖子。MORE DETAILSUSER REVIEWS4.4★★★★★138 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,700.00+NT$100.00 shipping克蘭詩官網NT$1,700.00Free shippingmomo購物網NT$1,276.19 + tax+NT$490.84 shippingIFCHICNT$1,259.00Free shippingStrawberrynet.comNT$1,017.63+NT$300.66 shippingSweetCareShowing results 1&ndash;5 of 6Next >",legal,"根據「無罪判定原則」及與參考資料的相似度判斷，此廣告文字內容並未涉及誇大療效或違法。廣告中提及的「美白」、「淡斑」、「Melanin Reduction」（黑色素減少，在化妝品語境下通常指減少黑色素的生成或顯現，以達到美白效果）、「針對黑斑和控油效果」、「打造明顯明亮,水潤的清新膚色」、「明顯提亮並減少黑斑的出現」等詞句，均屬於化妝品常見的宣稱效果，旨在改善膚色外觀，而非治療疾病或改變身體生理機能。

與參考資料中被處罰的廣告內容相比：
1.  **克蘭詩自身被處罰的廣告**使用了「激活肌膚活氧作用」、「肌膚之肺『粒線體』就無法呼吸」、「讓肌膚會呼吸」、「啟動肌膚細胞深呼吸」、「縮小斑點」、「全面掃除黑斑」等涉及細胞生理功能、器官比喻及治療性效果的詞句。而本廣告中並未出現這些詞句。
2.  **台灣萊雅（Kiehl's）被處罰的廣告**使用了「抗痘」、「治療皮膚疾病」、「抗發炎」、「促進膠原蛋白增生」、「促進皮膚細胞再生」、「提升細胞新陳代謝的速度」、「幫助細胞修復、再生」、「加速細胞更新」等涉及醫療、藥品或深層生理改變的詞句。本廣告中並未出現這些詞句。
3.  **富麗佳人被處罰的廣告**使用了「促進肌膚膠原蛋白的生長」、「啟動肌膚再生機制」、「新生功能」、「增加細胞含氧量」、「安定自由基」、「醫療級」、「提振免疫力」、「促進血液循環以改善細胞新陳代謝機制」、「表面消炎鎮靜功能」等涉及細胞再生、免疫力、醫療級別或治療性效果的詞句。本廣告中並未出現這些詞句。

本廣告的用詞主要集中在「減少黑斑的出現」和「提亮膚色」等外觀改善效果，並未涉及對疾病的治療、深層細胞或生理機能的改變，也未出現醫療級別或誇大療效的暗示。因此，在從寬認定合法性的原則下，判斷其為合法。"
69,"美白 - Google Shopping SHISEIDO 日本 全效美白抗紋清爽健膚水 (新版) 150mlVisit siteNT$1,534.00 · 蝦皮購物COMPARE PRICESPRODUCT DETAILSBenefit: Anti-ageing, Melanin ReductionSkin Type: For Combination SkinSkin Problem: Hyperpigmentation, Wrinkles簡介 品牌 SHISEIDO 原產地 日本 數量 150ml 資料 一款保濕乳液,可啟動自然皮膚功能,改善各種明顯的衰老迹象。 含有促進皮膚更新的有效成分,皮膚更新隨著年齡的增長而减慢。 增强肌膚的柔軟度和透明度,讓肌膚持久滋潤。 揉合SHISEIDO VP8,富含活膚植物精華及高效美白成分4MSK,針對擊退歲月痕迹與色斑,顯著改善皺紋,缺乏彈性,色斑及暗啞等肌膚煩惱。 明顯改善皺紋,彈性喪失,黑斑和暗沉。 用法 潔面後,取配方於化妝棉,輕輕拭抹肌膚。MORE DETAILSUSER REVIEWS4.5★★★★★651 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,534.00蝦皮購物NT$2,055.00Free shippinglmching.comRELATED ITEMSNT$1,774.44Shiseido Vital-Perfection White Revitalizing ...★★★★★(682)NT$1,664.57Shiseido Vital Perfection White Revitalizing ...★★★★★(1,435)NT$5,988.29Shiseido Vital Perfection White Circulator ...★★★★★(16)NT$5,171.32Shiseido Vital Perfection Overnight Firming ...★★★★★(1,111)NT$1,753.00Shiseido Vital-perfection White Revitalizing ...★★★★★(678)NT$3,324.01Shiseido Vital Perfection Intensive ...★★★★★(2,670)NT$4,093.43SHISEIDO Vital Perfection Liftdefine Serum - 40ml★★★★★(1,430)NT$8,345.48Shiseido Vital Perfection Concentrated Supreme ...★★★★★(1,280)NT$3,241.92Shiseido Vital Perfection Uplifting and ...★★★★★(3,357)",legal,廣告文字內容主要描述產品對於改善肌膚外觀（如美白、抗紋、改善色斑、暗沉、彈性喪失）的效果，並提及「促進皮膚更新」及「啟動自然皮膚功能」。與參考資料中被判定違法的廣告用詞相比，本廣告並未出現涉及治療疾病（如抗痘、消炎）、促進深層生理機能改變（如促進膠原蛋白增生、細胞再生、提升免疫力、促進血液循環）、或宣稱能逆轉自然生理過程（如回復黑髮、擊退白髮）等誇大或醫療效能的詞句。儘管「促進皮膚更新」可能略顯模糊，但在「從寬認定合法性」原則下，可解釋為促進角質代謝或改善肌膚表層狀態，而非深層細胞再生。因此，根據提供的參考資料和無罪推定原則，本廣告用詞未涉及誇大療效及違法。
70,"美白 - Google Shopping Lab52 齒妍堂 美白抗染雙效組合Visit siteNT$1,026.00 · momo購物網Free shippingCOMPARE PRICESPRODUCT DETAILSType: Tray7天美白6.5階,效果增長90天!! #美齒面膜 ‧ 市場獨創修護技術:持久抗染少刺激 ‧ 適用茶漬、咖啡漬、菸垢等頑固齒漬 ‧ 居家輕鬆美白 產品名稱:Lab52齒妍堂 牙齒美白抗染雙效組 主成分: 美白凝膠:Hydrogen Perxide過氧化氫(20%)-29.00%(w/w) 抗染凝膠:生醫玻璃、檸檬酸鉀、山梨糖醇、磷酸氫鈣、菸鹼醯胺 內容物:美白凝膠10mL、抗染凝膠10mL、牙托一組(上下牙托各一)、牙托保存盒、牙齒比色卡 產地:台灣 容量:145g 保存期限:3 年 許可證字號:衛部粧製字號008692號",legal,"根據廣告文字內容，該產品為「Lab52齒妍堂 牙齒美白抗染雙效組」，並明確標示「許可證字號:衛部粧製字號008692號」，顯示其為經衛生福利部核准之含藥化粧品。其主要成分美白凝膠含有過氧化氫(Hydrogen Peroxide)，此成分在適當濃度下為牙齒美白化粧品之合法成分。

廣告宣稱「7天美白6.5階,效果增長90天!!」及「適用茶漬、咖啡漬、菸垢等頑固齒漬」等，屬於牙齒美白產品的功效性宣稱，旨在描述產品的美容效果（美白、抗染）。這些宣稱並未涉及治療疾病、改善身體機能或宣稱醫療效能，與參考資料中食品宣稱「抑制酪胺酸酶」、「促進膠原蛋白增生」等涉及生理機能或醫療效能的違法情況不同。

與參考資料中化粧品違法案例相比：
1. 「Alpecin官方直營擊退白髮咖啡因泡沫染髮露」被判定違法，是因為其宣稱「嶄新黑髮重現技術」、「回復黑髮」等，暗示能逆轉生理現象（白髮變黑），涉及誇大。
2. 「藍銅胜肽｜抗老｜精萃」被判定違法，是因為其宣稱「人體內負責傷口修復」、「加速傷口修復」、「抑制發炎反應」、「不長痘」、「酒槽、痘痘肌」等，涉及醫療效能或治療疾病。

本廣告的「7天美白6.5階」雖為具體數據，但其描述的是牙齒的「美白」程度，屬於化粧品可宣稱的美容範疇，且未涉及醫療行為或誇大至不實的程度。在「從寬認定合法性」的原則下，此類宣稱可被視為對產品美容效果的描述，不構成誇大療效或違法。"
71,"美白 - Google Shopping HEALIC 水潤亮白爆水面霜 60g 信賴生醫 皙麗可Visit siteNT$1,020.00 · 蝦皮購物COMPARE PRICESPRODUCT DETAILS美白+保濕+舒緩 3 in 1 採用獨特的軟膏質地,含有飽滿的美白精華液 塗抹開來 就像水一樣地爆出來 【Toning Effector 】添加韓國第五代美白專利成分,濃度高達20,000ppm 核心成分「傳明酸」,無反黑副作用,不限早晚24小時無負擔地使用 【Para-coumaric Acid】人氣高漲的新美白成分! 從植物中提取 100% 植物性美白成分,對皮膚幾乎沒有刺激的無刺激高美白成分 【積雪草萃取物】具保濕和舒緩敏感肌膚 【羥基積雪草苷】 修護敏感肌,保持肌膚柔嫩 【D-泛醇】 保濕補水,維持皮膚柔軟和彈性 【全膚質適用】通過德國德瑪低刺激認證,敏感肌膚也能毫無負擔地使用 TRUSTEE BIOMED 珍信賴生醫MORE DETAILSUSER REVIEWS5.0★★★★★1 review54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,020.00蝦皮購物NT$1,020.00樂天市場購物網NT$1,280.00Free shippingmomo購物網",legal,廣告文字內容主要描述產品的美容功效，如美白、保濕、舒緩、維持肌膚柔嫩與彈性，並提及成分及其特性。雖然「無反黑副作用」中的「副作用」一詞帶有醫學色彩，但其上下文是針對美白產品常見的「反黑」現象進行說明，可被解釋為該成分的特性，而非宣稱醫療效能。而「修護敏感肌」在化粧品廣告中通常指改善肌膚屏障功能或舒緩不適，與參考案例中明確的「促進肌膚膠原蛋白生長」、「啟動肌膚再生機制」、「淡化斑點」、「促進細胞再生」、「醫療級」、「擊退白髮」等醫療效能或誇大不實的詞句有顯著區別。根據「從寬認定合法性」原則，此廣告用詞未涉及誇大療效或違法。
72,"美白 - Google Shopping Rohto 50 No Megumi 預防和美白溶液 230ml - 日本美容護理Visit siteNT$349.00 · 蝦皮購物COMPARE PRICESPRODUCT DETAILSType: FaceIngredient: Vitamin E, Aloe, Honey, Hyaluronic Acid, Squalane Oil, Vitamin ABenefit: Anti-ageing, Collagen Boosting, Melanin Reduction[商品說明] 膠原蛋白養潤液說明:「50の恵 膠原蛋白配合保濕液 230ml」是一款注重效果的藥用保濕液,配合了50種「保濕」成分,是一瓶具有化妝水、乳液和美容液三種功能的乳狀化妝水。 含有2種玻尿酸、瓦薩林、角質層膠原蛋白、水溶性膠原蛋白、乳酸酰化羊毛膠原蛋白、乙酰玻尿酸鈉、玻尿酸鈉、瓊崖豆三烯、蜂皇漿、蜂蜜、蜂蜜提取物、蜂膠提取物、Polyquaternium-51等成分。 能引導肌膚變得更有彈性。 同時也適用於乾燥所引起的細紋問題。 散發出讓人心曠神怡的活力草本香氣。 Premium優質版說明: 化妝水+乳液+美容液+面霜+面膜的功能一瓶搞定的奢華全效保濕。 配方有效成分維生素B3。 預防色斑,同時實現減少皺紋的效果。 配合了50種「保濕」成分。 儘管簡單護理,肌膚仍然持久保濕。 散發出治癒感的橄欖柑橘香氣。 斑點對策美白款說明: 化妝水、乳液、美容液三合一! 同時防止斑點的奢華保濕 美白有效成分曲酸能抑制黑色素生成,預防斑點和雀斑。 配方雙重維他命、兩種玻尿酸、三種膠原蛋白等50種滋潤成分(保濕成分) 散發橄欖柑橘的香氣 [使用方法] 潔面後,取適量(1-2按壓),均勻塗抹在整個臉部。 [",illegal,廣告文字內容中的「Collagen Boosting」一詞，與參考資料中雅詩蘭黛案例的「激升10倍膠原力」、「拯救眼周受損膠原蛋白」、「彈力再生」等詞句相似，暗示產品能直接增加或促進膠原蛋白生成，此類宣稱已超出化粧品改善外觀、滋潤等範疇，涉及生理功能改變，構成誇大療效。此外，廣告中提及「藥用保濕液」，雖可能源自日本「藥用」準藥品（quasi-drug）的概念，但在台灣化粧品衛生安全管理法規中，化粧品不得宣稱具「藥用」或「醫療」效能，此用詞易使消費者誤解產品具有藥品級的治療效果，亦屬違法。
73,"美白 - Google Shopping [全站滿額送10%](美白淡斑)Dr.Hsieh達特醫 22%維生素C高效美白精華50mlVisit siteNT$1,280.00 · Dr.HsiehCOMPARE PRICESPRODUCT DETAILSIngredient: Vitamin E, Vitamin C, ResveratrolBenefit: Anti-ageing, Melanin ReductionSkin Type: For All Skin TypesDr.Hsieh達特醫 預防肌膚光老化 抑制黑色素,改善暗沉肌 解決膚色不均、改善斑點困擾醫美/保養/彩妝/香水 &gt; 醫美保養 &gt; 精華液/安瓶MORE DETAILSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,280.00Dr.HsiehNT$1,280.00Free shippingYahoo奇摩購物中心RELATED ITEMSNT$1,175.08Neogen Dermalogy - Real Ferment Micro Serum - 30ml★★★★★(954)NT$1,409.37Sothys Unifying Youth Serum - 30ml★★★★★(49)NT$1,963.05Jolie Hydrating Serum W Hyaluronic Acid ...NT$3,906.88Estee Lauder Perfectionist Pro Rapid ...★★★★★(692)NT$981.36True Skin Vitamin C Face Moisturizer, A ...★★★★★(12)NT$3,926.42GM Collin Phytowhite Cream - 1.7 fl. oz.★★★★★(2)NT$4,818.50Estee Lauder Perfectionist Pro Rapid ...★★★★★(1,503)NT$1,439.81Drunk Elephant C-Firma Vitamin C Fresh Day ...★★★★★(15,106)NT$1,340.33EVA Jewelry Radiant Soufflé Face Cream: Luxury ...NT$5,889.79Allies of Skin Mandelic Pigmentation Corrector ...★★★★★(1,231)",legal,"根據廣告文字內容，其主要宣稱詞句包括「美白」、「美白淡斑」、「高效美白精華」、「Benefit: Anti-ageing, Melanin Reduction」、「預防肌膚光老化」、「抑制黑色素」、「改善暗沉肌」、「解決膚色不均」、「改善斑點困擾」。這些詞句均屬於化粧品廣告常見且合法的範疇，旨在改善肌膚外觀、維持肌膚健康、預防肌膚老化跡象等。與參考資料中被判定為違法的廣告內容相比，本廣告並未出現涉及誇大療效、暗示醫療效能、宣稱細胞再生、促進膠原蛋白增生、治療皮膚疾病（如痘痘、粉刺）、改變生理機能或具體量化改善程度（如毛孔減少XX%、皺紋減少XX%）、或宣稱永久性改變（如擊退白髮、回復黑髮）等詞句。因此，在「無罪判定原則」及「從寬認定合法性」的原則下，本廣告文字內容不涉及誇大療效及違法。"
